primary_key	age	gender	product_key	product	gross_revenue	discount	NPS_score	Churn_risk
1609	34	female	2	medium	15.11	4.89	4	0.65
1610	20	unknown	2	medium	19.47	5.53	2	0.431
1611	54	male	2	medium	24.25	5.75	2	0.418
1612	41	male	1	small	14.33	5.67	6	0.966
1613	37	female	3	large	39.5	5.5	1	0.673
1614	47	unknown	1	small	6.86	3.14	4	0.528
1615	34	male	3	large	36.7	3.3	6	0.637
1616	47	unknown	2	medium	17.05	2.95	4	0.512
1617	56	female	3	large	33.58	1.42	3	0.165
1618	60	female	1	small	14.87	5.13	5	0.54
1619	48	male	2	medium	18.21	1.79	5	0.478
1620	22	male	2	medium	18.98	1.02	5	0.682
1621	56	unknown	2	medium	19.22	5.78	7	0.747
1622	44	unknown	2	medium	20.27	4.73	1	0.332
1623	50	unknown	2	medium	22.41	2.59	6	0.416
1624	43	male	2	medium	19.91	5.09	5	0.51
1625	34	female	3	large	35.63	4.37	2	0.213
1626	21	female	3	large	35.82	4.18	3	0.648
1627	21	female	2	medium	18.06	1.94	5	0.879
1628	49	male	1	small	12.97	2.03	6	0.289
1629	22	female	2	medium	19.51	5.49	4	0.188
1630	48	male	1	small	10.89	4.11	5	0.613
1631	49	female	2	medium	21.41	3.59	6	0.342
1632	44	male	3	large	33	2	5	0.325
1633	19	male	2	medium	20.63	4.37	1	0.431
1634	35	female	3	large	34.4	5.6	2	0.418
1635	49	female	2	medium	19.68	5.32	4	0.618
1636	29	unknown	2	medium	22.68	2.32	1	0.391
1637	25	female	2	medium	17.29	2.71	6	0.682
1638	37	male	2	medium	17.8	2.2	4	0.72
1639	49	female	1	small	14.83	5.17	1	0.558
1640	58	unknown	2	medium	17.32	2.68	4	0.441
1641	22	unknown	3	large	37.8	2.2	1	0.177
1642	57	unknown	3	large	38.9	1.1	4	0.285
1643	33	female	2	medium	16.24	3.76	2	0.451
1644	41	female	2	medium	16.29	3.71	1	0.865
1645	26	female	1	small	8.47	1.53	2	0.057
1646	24	female	1	small	7.87	2.13	4	0.373
1647	38	female	3	large	34.43	5.57	3	0.82
1648	43	male	2	medium	22.13	2.87	1	0.783
1649	48	male	3	large	31.75	3.25	3	0.284
1650	36	male	1	small	10.6	4.4	4	0.353
1651	25	male	2	medium	21.16	3.84	6	0.316
1652	50	male	1	small	14.14	5.86	5	0.418
1653	40	unknown	2	medium	22.38	2.62	6	0.483
1654	41	unknown	1	small	12.7	2.3	6	0.226
1655	58	female	3	large	37.97	2.03	2	0.389
1656	25	unknown	3	large	35.67	4.33	1	0.179
1657	22	male	2	medium	15.74	4.26	3	0.081
1658	60	unknown	1	small	5.06	4.94	3	0.965
1659	20	male	3	large	33.48	1.52	3	0.231
1660	51	female	1	small	8.36	1.64	7	0.249
1661	34	female	3	large	35.98	4.02	3	0.614
1662	52	male	1	small	8.88	1.12	6	0.523
1663	19	unknown	3	large	31.68	3.32	3	0.818
1664	54	female	3	large	30.1	4.9	3	0.063
1665	46	female	2	medium	18.72	1.28	3	0.837
1666	44	female	1	small	5.29	4.71	4	0.532
1667	57	male	3	large	30.64	4.36	9	0.415
1668	51	unknown	2	medium	21.91	3.09	5	0.16
1669	45	unknown	2	medium	20.96	4.04	6	0.827
1670	33	female	3	large	37.94	2.06	2	0.469
1671	36	male	3	large	31.41	3.59	5	0.543
1672	45	unknown	1	small	14.86	5.14	4	0.589
1673	27	female	3	large	35.43	4.57	6	0.378
1674	47	unknown	2	medium	18.98	1.02	3	0.754
1675	52	male	2	medium	17.26	2.74	6	0.237
1676	19	male	1	small	6.22	3.78	1	0.588
1677	24	male	1	small	10.86	4.14	5	0.225
1678	47	male	1	small	12.72	2.28	8	0.528
1679	30	male	3	large	31.76	3.24	2	0.882
1680	34	unknown	1	small	12.84	2.16	6	0.419
1681	49	male	2	medium	24.89	5.11	4	0.576
1682	50	male	2	medium	18.09	1.91	6	0.866
1683	54	male	1	small	8.31	1.69	6	0.693
1684	39	female	3	large	39.39	5.61	2	0.382
1685	46	unknown	2	medium	17.57	2.43	6	0.503
1686	37	unknown	2	medium	19.23	5.77	1	0.461
1687	53	male	2	medium	17.61	2.39	9	0.716
1688	33	male	1	small	7.67	2.33	4	0.022
1689	45	male	2	medium	18.23	1.77	5	0.543
1690	49	female	3	large	32.23	2.77	1	0.345
1691	22	unknown	2	medium	17.15	2.85	4	0.24
1692	36	unknown	1	small	8.83	1.17	4	0.304
1693	45	unknown	2	medium	23.24	1.76	7	0.842
1694	22	male	1	small	13.74	1.26	5	0.564
1695	43	unknown	2	medium	22.41	2.59	9	0.517
1696	52	female	2	medium	16.94	3.06	2	0.498
1697	48	male	2	medium	17.81	2.19	4	0.183
1698	27	unknown	3	large	36.97	3.03	5	0.894
1699	58	male	2	medium	18.47	1.53	4	0.146
1700	40	male	2	medium	16.02	3.98	2	0.428
1701	46	male	2	medium	19.07	5.93	5	0.839
1702	26	female	3	large	31.3	3.7	1	0.342
1703	59	unknown	3	large	34.17	5.83	2	0.369
1704	48	male	2	medium	20.34	4.66	9	0.443
1705	21	female	2	medium	23.02	1.98	2	0.405
1706	37	male	2	medium	17.04	2.96	4	0.387
1707	53	unknown	1	small	7.12	2.88	3	0.486
1708	31	female	2	medium	15.06	4.94	4	0.205
1709	53	female	1	small	11.01	3.99	1	0.483
1710	24	female	2	medium	15.55	4.45	5	0.764
1711	57	female	3	large	30.13	4.87	3	0.85
1712	33	male	1	small	6.57	3.43	6	0.607
1713	38	unknown	1	small	13.73	1.27	7	0.356
1714	43	female	1	small	11.36	3.64	2	0.541
1715	21	male	2	medium	17.09	2.91	4	0.103
1716	30	male	1	small	13.47	1.53	1	0.377
1717	59	male	2	medium	15.63	4.37	7	0.078
1718	32	male	2	medium	20.72	4.28	1	0.301
1719	25	male	3	large	38.97	1.03	6	0.172
1720	42	female	2	medium	20.34	4.66	8	0.967
1721	37	male	2	medium	21.04	3.96	2	0.421
1722	50	female	3	large	37.61	2.39	4	0.288
1723	48	male	2	medium	17.43	2.57	5	0.635
1724	50	unknown	3	large	33.7	1.3	6	0.765
1725	31	female	1	small	14.09	5.91	7	0.347
1726	56	unknown	3	large	37.72	2.28	6	0.245
1727	39	female	1	small	6.36	3.64	2	0.421
1728	21	male	2	medium	18	2	3	0.161
1729	44	male	2	medium	18.5	1.5	5	0.796
1730	35	unknown	2	medium	23.97	1.03	6	0.558
1731	55	male	1	small	12.23	2.77	5	0.819
1732	22	male	2	medium	24.05	5.95	9	0.724
1733	35	unknown	2	medium	22.63	2.37	6	0.725
1734	56	male	2	medium	15.71	4.29	6	0.341
1735	21	female	2	medium	19.9	5.1	4	0.673
1736	33	male	3	large	39.74	5.26	8	0.639
1737	23	unknown	3	large	34.38	5.62	4	0.463
1738	49	male	3	large	31.9	3.1	3	0.411
1739	52	unknown	2	medium	17.62	2.38	5	0.491
1740	46	male	3	large	37.73	2.27	5	0.246
1741	36	male	2	medium	16.64	3.36	6	0.151
1742	28	male	2	medium	15.2	4.8	4	0.771
1743	35	male	3	large	33.64	1.36	4	0.807
1744	50	unknown	2	medium	20.7	4.3	3	0.291
1745	20	male	2	medium	17.52	2.48	2	0.265
1746	40	male	2	medium	19.95	5.05	8	0.45
1747	49	male	1	small	13.99	1.01	1	0.365
1748	24	male	1	small	9.46	5.54	2	0.426
1749	35	male	2	medium	20.07	4.93	5	0.465
1750	26	male	1	small	14	1	5	0.366
1751	27	female	2	medium	24.9	5.1	2	0.611
1752	44	female	2	medium	20.1	4.9	8	0.547
1753	33	female	2	medium	17.71	2.29	8	0.22
1754	26	female	1	small	8.19	1.81	2	0.442
1755	19	male	2	medium	18.3	1.7	7	0.307
1756	39	female	1	small	10.03	4.97	5	0.443
1757	22	male	2	medium	15.11	4.89	6	0.221
1758	43	male	2	medium	17.09	2.91	2	0.1
1759	31	male	3	large	31.46	3.54	4	0.554
1760	44	unknown	2	medium	18.64	1.36	1	0.659
1761	47	female	1	small	7.71	2.29	2	0.373
1762	25	male	1	small	8.4	1.6	4	0.056
1763	44	female	1	small	5.23	4.77	4	0.454
1764	23	male	1	small	11.43	3.57	3	0.833
1765	46	unknown	2	medium	22.2	2.8	2	0.306
1766	21	male	1	small	14.07	5.93	5	0.529
1767	41	male	3	large	34.07	5.93	7	0.341
1768	39	male	3	large	31.64	3.36	6	0.587
1769	23	female	1	small	10.17	4.83	4	0.753
1770	35	female	2	medium	18.5	1.5	3	0.574
1771	57	female	1	small	10.06	4.94	8	0.376
1772	26	female	2	medium	21.38	3.62	5	0.559
1773	53	unknown	1	small	8.34	1.66	6	0.445
1774	43	male	2	medium	22.49	2.51	4	0.488
1775	59	unknown	3	large	30.59	4.41	5	0.553
1776	58	unknown	1	small	10.35	4.65	4	0.651
1777	50	unknown	3	large	30.44	4.56	3	0.471
1778	48	male	3	large	30.65	4.35	7	0.587
1779	58	male	2	medium	16.88	3.12	4	0.258
1780	43	male	3	large	39.13	5.87	4	0.253
1781	33	unknown	2	medium	18.56	1.44	5	0.751
1782	29	male	2	medium	24.51	5.49	7	0.614
1783	52	male	2	medium	19.91	5.09	1	0.641
1784	39	unknown	1	small	6.41	3.59	7	0.312
1785	47	female	2	medium	23.6	1.4	4	0.891
1786	21	male	1	small	8.18	1.82	7	0.281
1787	36	male	2	medium	18.41	1.59	2	0.304
1788	23	male	2	medium	24.38	5.62	2	0.732
1789	33	female	3	large	33.68	1.32	9	0.487
1790	33	male	1	small	5.6	4.4	3	0.528
1791	40	unknown	2	medium	21.19	3.81	5	0.436
1792	36	male	1	small	7.44	2.56	9	0.274
1793	45	male	2	medium	21.91	3.09	7	0.462
1794	47	female	3	large	34.24	5.76	8	0.66
1795	22	male	3	large	35.19	4.81	3	0.356
1796	57	unknown	1	small	11.41	3.59	9	0.427
1797	29	female	1	small	9.86	5.14	1	0.319
1798	37	male	2	medium	22.27	2.73	1	0.257
1799	27	unknown	3	large	36.92	3.08	1	0.301
1800	50	unknown	1	small	10.28	4.72	3	0.467
1801	27	female	1	small	7.55	2.45	5	0.378
1802	41	female	2	medium	15.58	4.42	2	0.564
1803	28	female	3	large	37.87	2.13	4	0.475
1804	58	male	1	small	8	2	5	0.548
1805	46	unknown	3	large	34.69	5.31	6	0.069
1806	21	male	3	large	38.44	1.56	1	0.259
1807	41	female	2	medium	24.62	5.38	4	0.725
1808	48	unknown	1	small	6.84	3.16	9	0.655
1809	39	female	1	small	14.15	5.85	3	0.47
1810	52	female	1	small	7.23	2.77	6	0.505
1811	51	unknown	1	small	7.91	2.09	5	0.177
1812	29	female	1	small	7.47	2.53	3	0.436
1813	20	male	2	medium	19.03	5.97	3	0.492
1814	34	male	1	small	14.04	5.96	3	0.578
1815	44	male	1	small	12.58	2.42	7	0.127
1816	27	female	2	medium	17.82	2.18	4	0.156
1817	23	male	2	medium	15.32	4.68	9	0.114
1818	59	male	2	medium	18.16	1.84	5	0.297
1819	34	unknown	2	medium	20.69	4.31	5	0.076
1820	39	female	3	large	35.93	4.07	4	0.46
1821	29	female	3	large	37.73	2.27	6	0.219
1822	52	female	2	medium	17.26	2.74	8	0.305
1823	37	unknown	3	large	30.84	4.16	7	0.645
1824	53	female	1	small	14.25	5.75	1	0.249
1825	37	male	2	medium	15.58	4.42	3	0.059
1826	33	female	2	medium	22.43	2.57	1	0.256
1827	25	male	2	medium	20.37	4.63	6	0.074
1828	32	male	2	medium	23.28	1.72	5	0.353
1829	27	unknown	3	large	35.19	4.81	1	0.625
1830	55	male	3	large	31.64	3.36	8	0.467
1831	54	unknown	1	small	9.46	5.54	9	0.689
1832	46	unknown	3	large	33.05	1.95	3	0.221
1833	20	male	2	medium	21.16	3.84	4	0.679
1834	33	female	2	medium	20.51	4.49	4	0.216
1835	46	male	2	medium	19.35	5.65	4	0.087
1836	41	male	2	medium	16.86	3.14	5	0.915
1837	38	male	2	medium	19.05	5.95	3	0.469
1838	26	unknown	2	medium	21.18	3.82	7	0.362
1839	32	male	2	medium	21.53	3.47	3	0.273
1840	58	unknown	2	medium	17.9	2.1	6	0.482
1841	56	male	1	small	6.23	3.77	7	0.681
1842	29	male	2	medium	16.91	3.09	2	0.382
1843	24	male	2	medium	15.95	4.05	3	0.242
1844	60	unknown	1	small	8.03	1.97	2	0.845
1845	42	female	3	large	38.02	1.98	6	0.466
1846	40	male	3	large	34.91	5.09	3	0.54
1847	57	male	2	medium	20.78	4.22	4	0.442
1848	19	male	2	medium	22.01	2.99	5	0.234
1849	47	male	2	medium	16.88	3.12	1	0.13
1850	52	male	3	large	32.68	2.32	2	0.522
1851	22	unknown	2	medium	23.4	1.6	6	0.168
1852	36	male	2	medium	21.01	3.99	4	0.779
1853	42	unknown	2	medium	23.27	1.73	4	0.685
1854	50	female	2	medium	23.38	1.62	7	0.446
1855	43	unknown	2	medium	21.53	3.47	2	0.519
1856	25	male	2	medium	20.7	4.3	4	0.343
1857	19	male	3	large	34.44	5.56	4	0.194
1858	27	unknown	3	large	32.47	2.53	4	0.357
1859	24	unknown	2	medium	19.86	5.14	5	0.146
1860	57	unknown	2	medium	23.03	1.97	9	0.612
1861	60	male	2	medium	21.91	3.09	7	0.021
1862	56	unknown	2	medium	22.23	2.77	4	0.336
1863	23	male	1	small	9.37	5.63	6	0.441
1864	44	male	3	large	35.64	4.36	4	0.163
1865	37	unknown	1	small	9.61	5.39	3	0.49
1866	40	male	3	large	39.78	5.22	6	0.025
1867	35	female	2	medium	19.21	5.79	5	0.556
1868	54	unknown	3	large	30.96	4.04	5	0.431
1869	57	male	3	large	32.51	2.49	2	0.666
1870	42	unknown	1	small	9.59	5.41	4	0.286
1871	59	unknown	2	medium	21.51	3.49	6	0.83
1872	37	male	3	large	30.25	4.75	4	0.113
1873	26	male	3	large	37.98	2.02	7	0.572
1874	38	female	3	large	39.2	5.8	6	0.546
1875	56	unknown	2	medium	24.92	5.08	8	0.651
1876	43	male	3	large	33.72	1.28	5	0.375
1877	19	male	3	large	34.02	5.98	2	0.118
1878	55	female	3	large	35.24	4.76	5	0.246
1879	25	unknown	1	small	7.79	2.21	8	0.457
1880	52	unknown	2	medium	17.57	2.43	8	0.626
1881	50	male	3	large	36.63	3.37	6	0.481
1882	55	unknown	2	medium	19.19	5.81	3	0.56
1883	25	female	2	medium	20.31	4.69	4	0.642
1884	56	female	1	small	10.73	4.27	2	0.47
1885	28	unknown	2	medium	21.81	3.19	4	0.686
1886	19	male	2	medium	23.77	1.23	2	0.842
1887	50	male	1	small	9.88	5.12	5	0.636
1888	40	unknown	2	medium	23.69	1.31	6	0.774
1889	40	unknown	2	medium	20.65	4.35	5	0.769
1890	53	unknown	3	large	34.28	5.72	7	0.215
1891	48	unknown	2	medium	21.24	3.76	3	0.574
1892	33	male	2	medium	15.79	4.21	4	0.841
1893	50	unknown	1	small	7.03	2.97	5	0.132
1894	52	unknown	2	medium	21.96	3.04	2	0.487
1895	49	unknown	3	large	32.22	2.78	4	0.564
1896	20	male	1	small	9.65	5.35	8	0.527
1897	55	female	1	small	7.09	2.91	3	0.394
1898	56	male	1	small	13.61	1.39	5	0.424
1899	26	unknown	1	small	14.45	5.55	3	0.141
1900	21	unknown	1	small	11.02	3.98	4	0.556
1901	53	male	2	medium	16.26	3.74	7	0.449
1902	59	unknown	2	medium	21.51	3.49	5	0.653
1903	35	unknown	3	large	33.29	1.71	1	0.448
1904	28	female	2	medium	19.19	5.81	6	0.734
1905	22	female	2	medium	15.09	4.91	6	0.536
1906	20	male	3	large	38.81	1.19	9	0.5
1907	27	male	3	large	31.81	3.19	3	0.866
1908	47	female	2	medium	17.53	2.47	4	0.799
1909	53	male	2	medium	21.57	3.43	6	0.349
1910	38	female	2	medium	16.56	3.44	6	0.316
1911	26	unknown	2	medium	20.65	4.35	1	0.061
1912	55	female	2	medium	19.94	5.06	2	0.384
1913	55	male	2	medium	24.08	5.92	5	0.582
1914	33	male	2	medium	20.12	4.88	1	0.333
1915	40	unknown	1	small	11.71	3.29	7	0.465
1916	48	male	2	medium	16.12	3.88	1	0.577
1917	39	unknown	2	medium	23.68	1.32	2	0.457
1918	55	unknown	2	medium	18.63	1.37	5	0.617
1919	55	male	1	small	9.22	5.78	4	0.549
1920	47	female	3	large	38.6	1.4	2	0.663
1921	44	male	1	small	11.18	3.82	4	0.641
1922	46	male	3	large	31.52	3.48	5	0.121
1923	19	unknown	3	large	31.86	3.14	5	0.787
1924	47	male	2	medium	16.12	3.88	3	0.311
1925	22	unknown	1	small	8.75	1.25	7	0.411
1926	59	male	3	large	39.94	5.06	9	0.025
1927	28	male	3	large	33.58	1.42	4	0.449
1928	30	unknown	2	medium	23.19	1.81	2	0.122
1929	32	male	2	medium	17.2	2.8	5	0.285
1930	28	male	1	small	5.85	4.15	3	0.203
1931	27	male	3	large	39.49	5.51	5	0.714
1932	19	male	2	medium	20.14	4.86	3	0.059
1933	50	female	2	medium	18.19	1.81	7	0.14
1934	51	female	2	medium	20.95	4.05	4	0.272
1935	30	female	3	large	36.8	3.2	5	0.72
1936	49	female	3	large	34.55	5.45	4	0.129
1937	39	male	2	medium	17.39	2.61	4	0.551
1938	23	female	2	medium	18.95	1.05	7	0.05
1939	36	unknown	3	large	31.23	3.77	7	0.122
1940	25	male	1	small	13.76	1.24	3	0.553
1941	40	unknown	2	medium	21.6	3.4	2	0.093
1942	37	male	2	medium	17.97	2.03	5	0.521
1943	20	male	2	medium	23.93	1.07	6	0.563
1944	19	unknown	2	medium	16.67	3.33	6	0.664
1945	50	female	1	small	14.31	5.69	2	0.19
1946	41	unknown	3	large	36.06	3.94	2	0.378
1947	52	male	2	medium	17.53	2.47	6	0.607
1948	22	female	3	large	34.04	5.96	2	0.441
1949	21	male	2	medium	15.15	4.85	1	0.67
1950	40	male	2	medium	20.48	4.52	1	0.26
1951	59	female	2	medium	22.9	2.1	4	0.495
1952	23	male	2	medium	22.69	2.31	8	0.178
1953	47	female	3	large	38.33	1.67	6	0.739
1954	25	male	3	large	38.05	1.95	4	0.631
1955	31	male	2	medium	15.18	4.82	4	0.217
1956	26	male	2	medium	18.99	1.01	3	0.123
1957	41	unknown	2	medium	23.91	1.09	7	0.034
1958	26	female	1	small	7.83	2.17	9	0.173
1959	30	male	1	small	13.38	1.62	3	0.186
1960	57	unknown	2	medium	17.15	2.85	4	0.285
1961	35	male	2	medium	17.47	2.53	8	0.215
1962	59	unknown	2	medium	18.28	1.72	7	0.239
1963	56	female	3	large	35.79	4.21	3	0.47
1964	19	female	1	small	11.98	3.02	4	0.251
1965	48	unknown	2	medium	22.59	2.41	9	0.76
1966	27	male	3	large	39.27	5.73	6	0.552
1967	32	female	2	medium	22.04	2.96	2	0.223
1968	40	male	2	medium	18.13	1.87	6	0.841
1969	21	male	2	medium	21.26	3.74	5	0.266
1970	38	male	2	medium	24.46	5.54	8	0.332
1971	49	unknown	2	medium	16.72	3.28	6	0.512
1972	43	male	3	large	33.86	1.14	3	0.587
1973	39	female	2	medium	23.39	1.61	3	0.935
1974	20	male	2	medium	22.29	2.71	3	0.141
1975	53	unknown	2	medium	20.16	4.84	6	0.533
1976	27	male	2	medium	20.45	4.55	6	0.766
1977	35	unknown	1	small	13.96	1.04	4	0.533
1978	45	male	2	medium	15.39	4.61	2	0.356
1979	55	unknown	3	large	33.58	1.42	9	0.366
1980	55	male	1	small	5.31	4.69	3	0.596
1981	32	unknown	2	medium	19.9	5.1	6	0.232
1982	50	male	2	medium	17.34	2.66	1	0.865
1983	46	female	2	medium	21.09	3.91	6	0.548
1984	47	unknown	2	medium	17.5	2.5	2	0.717
1985	37	male	3	large	37.57	2.43	3	0.574
1986	48	male	1	small	14.55	5.45	1	0.319
1987	23	male	1	small	6.31	3.69	4	0.648
1988	41	male	2	medium	22.5	2.5	5	0.591
1989	56	unknown	3	large	36.84	3.16	1	0.181
1990	46	male	3	large	31.37	3.63	4	0.201
1991	57	female	1	small	11.33	3.67	2	0.257
1992	31	female	2	medium	22.73	2.27	6	0.132
1993	37	female	3	large	33.94	1.06	5	0.121
1994	40	male	2	medium	17.65	2.35	6	0.471
1995	31	unknown	1	small	13.54	1.46	7	0.368
1996	60	unknown	2	medium	23.66	1.34	6	0.486
1997	38	unknown	3	large	35.77	4.23	9	0.571
1998	46	male	2	medium	19.31	5.69	3	0.687
1999	21	male	2	medium	19.78	5.22	7	0.679
2000	52	unknown	2	medium	24.4	5.6	4	0.426
2001	22	female	2	medium	21.15	3.85	7	0.125
2002	24	unknown	3	large	33.01	1.99	4	0.55
2003	21	male	3	large	33.48	1.52	8	0.234
2004	54	male	2	medium	23.87	1.13	1	0.67
2005	30	male	2	medium	24.92	5.08	6	0.782
2006	58	unknown	2	medium	25	5	2	0.3
2007	27	unknown	1	small	7.67	2.33	6	0.2
2008	39	male	2	medium	17.79	2.21	5	0.558
2009	24	male	2	medium	24.65	5.35	5	0.777
2010	28	female	2	medium	15.06	4.94	6	0.439
2011	59	unknown	3	large	33.39	1.61	2	0.368
2012	44	male	2	medium	15.89	4.11	5	0.17
2013	55	female	2	medium	18.61	1.39	4	0.524
2014	54	male	2	medium	19.5	5.5	5	0.33
2015	46	unknown	3	large	33.89	1.11	2	0.249
2016	58	male	2	medium	24.11	5.89	5	0.408
2017	22	female	2	medium	22.54	2.46	4	0.568
2018	55	female	3	large	32.23	2.77	7	0.115
2019	23	unknown	2	medium	16.21	3.79	3	0.437
2020	19	female	3	large	38.72	1.28	4	0.575
2021	26	male	2	medium	24.18	5.82	4	0.674
2022	30	female	2	medium	19.37	5.63	6	0.487
2023	19	unknown	3	large	34.17	5.83	3	0.278
2024	48	male	3	large	35.75	4.25	5	0.286
2025	26	male	2	medium	19.45	5.55	3	0.629
2026	50	male	3	large	30.99	4.01	3	0.257
2027	32	unknown	1	small	13.49	1.51	6	0.373
2028	20	unknown	2	medium	16.48	3.52	4	0.565
2029	51	unknown	2	medium	19.57	5.43	1	0.587
2030	32	male	1	small	12.72	2.28	1	0.793
2031	45	male	2	medium	15.96	4.04	5	0.423
2032	51	male	3	large	31.12	3.88	3	0.26
2033	51	female	1	small	10.39	4.61	4	0.116
2034	29	unknown	3	large	38.85	1.15	5	0.26
2035	25	female	3	large	35.05	4.95	3	0.511
2036	43	female	3	large	36.69	3.31	2	0.164
2037	28	female	1	small	6.79	3.21	4	0.488
2038	46	female	3	large	32.17	2.83	4	0.467
2039	39	male	2	medium	19.28	5.72	1	0.367
2040	25	male	1	small	8.57	1.43	2	0.352
2041	34	male	2	medium	20.25	4.75	7	0.531
2042	42	unknown	2	medium	16.65	3.35	5	0.557
2043	23	female	1	small	7.24	2.76	4	0.799
2044	41	male	2	medium	19.47	5.53	8	0.215
2045	40	male	2	medium	20.2	4.8	3	0.874
2046	41	male	2	medium	23.79	1.21	4	0.349
2047	45	male	2	medium	22.06	2.94	5	0.785
2048	48	female	3	large	34.45	5.55	1	0.388
2049	53	male	2	medium	22.96	2.04	5	0.547
2050	56	male	2	medium	24.14	5.86	7	0.384
2051	27	female	3	large	33.89	1.11	4	0.474
2052	49	unknown	2	medium	17.05	2.95	9	0.666
2053	20	female	2	medium	19.09	5.91	7	0.531
2054	54	male	3	large	32.91	2.09	4	0.871
2055	22	unknown	1	small	5.59	4.41	2	0.29
2056	54	unknown	3	large	37.31	2.69	3	0.416
2057	32	male	1	small	7.06	2.94	4	0.665
2058	43	female	1	small	12.75	2.25	3	0.217
2059	41	male	1	small	11.06	3.94	8	0.133
2060	52	female	2	medium	22.8	2.2	1	0.149
2061	45	male	2	medium	19.02	5.98	3	0.191
2062	24	male	3	large	37.11	2.89	6	0.474
2063	23	unknown	3	large	34.72	5.28	3	0.704
2064	55	male	2	medium	15.18	4.82	3	0.554
2065	18	unknown	2	medium	24.19	5.81	2	0.351
2066	51	female	3	large	34.95	5.05	1	0.059
2067	43	unknown	3	large	35.6	4.4	5	0.608
2068	49	female	2	medium	17.57	2.43	2	0.469
2069	52	male	2	medium	22.34	2.66	2	0.691
2070	29	male	3	large	37.41	2.59	3	0.55
2071	57	female	2	medium	19.53	5.47	9	0.42
2072	39	male	1	small	12.77	2.23	6	0.572
2073	45	male	1	small	9.49	5.51	6	0.328
2074	34	male	3	large	39.25	5.75	1	0.267
2075	38	male	2	medium	16.23	3.77	5	0.72
2076	39	male	3	large	32.47	2.53	4	0.707
2077	49	male	1	small	6.13	3.87	4	0.282
2078	29	unknown	2	medium	24.18	5.82	2	0.344
2079	22	unknown	2	medium	19.28	5.72	5	0.236
2080	42	male	2	medium	15.83	4.17	6	0.688
2081	37	female	1	small	14.48	5.52	6	0.515
2082	45	male	2	medium	18.16	1.84	3	0.931
2083	52	unknown	2	medium	15.49	4.51	1	0.833
2084	18	male	2	medium	15.62	4.38	8	0.369
2085	58	male	2	medium	21.8	3.2	3	0.495
2086	54	male	3	large	35.56	4.44	2	0.035
2087	23	female	3	large	32.05	2.95	3	0.526
2088	48	unknown	1	small	5.63	4.37	7	0.512
2089	24	female	3	large	30.73	4.27	4	0.354
2090	53	male	2	medium	23.93	1.07	9	0.235
2091	48	unknown	3	large	30.59	4.41	5	0.474
2092	38	male	1	small	13.21	1.79	6	0.637
2093	43	unknown	2	medium	16.72	3.28	5	0.487
2094	38	unknown	2	medium	15.25	4.75	4	0.657
2095	53	female	1	small	10.98	4.02	2	0.709
2096	35	female	3	large	38	2	7	0.495
2097	18	male	3	large	33.45	1.55	5	0.103
2098	41	male	3	large	34.18	5.82	7	0.738
2099	55	female	2	medium	23.48	1.52	8	0.218
2100	26	female	1	small	7.39	2.61	3	0.158
2101	49	male	3	large	37.37	2.63	6	0.523
2102	34	male	2	medium	21.99	3.01	3	0.332
2103	60	female	2	medium	19.53	5.47	4	0.48
2104	36	male	1	small	7.54	2.46	5	0.555
2105	25	male	2	medium	15.78	4.22	4	0.43
2106	55	male	3	large	34.38	5.62	3	0.455
2107	41	male	3	large	36.87	3.13	2	0.711
2108	22	female	1	small	6.77	3.23	5	0.366
2109	19	male	2	medium	18.31	1.69	6	0.436
2110	44	male	3	large	38.63	1.37	2	0.36
2111	57	female	3	large	36.34	3.66	2	0.453
2112	56	unknown	1	small	10.35	4.65	2	0.291
2113	57	male	2	medium	15.91	4.09	4	0.408
2114	59	female	1	small	8.85	1.15	4	0.267
2115	40	male	1	small	7.41	2.59	1	0.441
2116	28	female	2	medium	22.33	2.67	5	0.328
2117	24	unknown	2	medium	21.02	3.98	3	0.637
2118	30	male	1	small	11.4	3.6	4	0.259
2119	45	male	1	small	9.46	5.54	8	0.743
2120	26	female	2	medium	19.24	5.76	8	0.559
2121	18	unknown	3	large	32.07	2.93	4	0.315
2122	36	male	2	medium	20.79	4.21	6	0.763
2123	26	female	3	large	32.06	2.94	9	0.37
2124	23	unknown	1	small	14.31	5.69	4	0.281
2125	40	male	3	large	33.04	1.96	7	0.673
2126	54	male	2	medium	18.34	1.66	6	0.619
2127	57	female	2	medium	21.6	3.4	5	0.247
2128	26	female	2	medium	16.82	3.18	4	0.12
2129	36	unknown	3	large	31.2	3.8	5	0.31
2130	35	male	3	large	38.72	1.28	4	0.422
2131	28	unknown	1	small	9.9	5.1	5	0.48
2132	38	male	2	medium	15.28	4.72	7	0.477
2133	35	male	1	small	9.41	5.59	4	0.437
2134	37	male	1	small	6.41	3.59	3	0.719
2135	45	male	3	large	36.34	3.66	2	0.625
2136	35	male	2	medium	21.72	3.28	3	0.121
2137	26	unknown	1	small	13.17	1.83	7	0.622
2138	37	female	3	large	36.3	3.7	9	0.723
2139	42	male	3	large	37.65	2.35	3	0.648
2140	27	male	3	large	33.72	1.28	2	0.473
2141	42	male	3	large	35.85	4.15	6	0.429
2142	20	male	3	large	34.34	5.66	3	0.496
2143	56	female	1	small	8.35	1.65	6	0.333
2144	60	female	2	medium	21.62	3.38	4	0.469
2145	40	male	2	medium	19.29	5.71	7	0.572
